Submission id,Participant id,Status,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Fluent languages,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
6372514212c91eb07223dbe4,5d1804fa1a4be70001636be9,APPROVED,2022-11-14T14:31:34.506000Z,2022-11-14T14:34:33.844000Z,2022-11-14T14:34:34.241000,2022-11-14T14:34:34.173763Z,180,C170RZ4V,826,English,33,Female,White,United States,United States,United States,English,No,Full-Time
637251cce633af703a999936,5beb85a3af0b33000111304a,APPROVED,2022-11-14T14:33:51.231000Z,2022-11-14T14:37:01.941000Z,2022-11-14T14:37:02.366000,2022-11-14T14:37:02.306464Z,191,C170RZ4V,1990,English,39,Male,White,United States,United States,United States,English,No,Full-Time
6372524e0327ba32e4286d48,56f873d73592c7000b04d6fe,APPROVED,2022-11-14T14:36:02.603000Z,2022-11-14T14:38:49.303000Z,2022-11-14T14:38:49.740000,2022-11-14T14:38:49.682522Z,167,C170RZ4V,308,English,26,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6372528018edc61b010114c1,6111308dc631d4011ef43a73,APPROVED,2022-11-14T14:36:51.491000Z,2022-11-14T14:39:30.262000Z,2022-11-14T14:39:30.801000,2022-11-14T14:39:30.716493Z,159,C170RZ4V,894,English,23,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
637253385ce6f1a3d9e726a1,631bc8cfe398c3a47b4e8c56,APPROVED,2022-11-14T14:39:56.394000Z,2022-11-14T14:49:31.211000Z,2022-11-14T14:49:31.617000,2022-11-14T14:49:31.562026Z,575,C170RZ4V,41,English,43,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6372535ecc55a09d58863ea6,636b228397b18fea42d5ba72,APPROVED,2022-11-14T14:40:38.099000Z,2022-11-14T14:44:24.414000Z,2022-11-14T14:44:25.415000,2022-11-14T14:44:25.352796Z,227,C170RZ4V,3,English,52,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
637253f9f01fbb8aad5f5cf8,61036c39549abd4fa911d139,APPROVED,2022-11-14T14:43:21.768000Z,2022-11-14T14:46:36.259000Z,2022-11-14T14:46:36.703000,2022-11-14T14:46:36.645425Z,195,C170RZ4V,1636,English,41,Male,White,Canada,United States,United States,English,No,Full-Time
637253fe6014e017e7fad3e3,5eca872c8473f05c071aee4d,APPROVED,2022-11-14T14:43:32.370000Z,2022-11-14T14:53:53.170000Z,2022-11-14T14:53:53.762000,2022-11-14T14:53:53.669219Z,621,C170RZ4V,810,English,34,Male,Black,United States,United States,United States,English,No,Full-Time
637254045efb034cd9d766c5,611205462e9acaa49c0a0e96,APPROVED,2022-11-14T14:43:19.430000Z,2022-11-14T14:46:16.594000Z,2022-11-14T14:46:17.029000,2022-11-14T14:46:16.948032Z,178,C170RZ4V,445,English,29,Male,Mixed,United States,United States,United States,English,Yes,Full-Time
637254443b853572ea1db790,5fa1b1a4499be43137fba435,APPROVED,2022-11-14T14:44:25.387000Z,2022-11-14T14:48:11.055000Z,2022-11-14T14:48:11.533000,2022-11-14T14:48:11.477809Z,226,C170RZ4V,1373,English,67,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637254d7f993270f85f5d9f8,5e69747159921f000b6a17df,APPROVED,2022-11-14T14:46:49.739000Z,2022-11-14T14:52:38.995000Z,2022-11-14T14:52:39.495000,2022-11-14T14:52:39.434327Z,350,C170RZ4V,159,English,39,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
637254eec88417f3bdcb86f8,5ebca40606c6fe000da5f510,APPROVED,2022-11-14T14:47:12.896000Z,2022-11-14T14:49:02.907000Z,2022-11-14T14:49:03.481000,2022-11-14T14:49:03.425259Z,111,C170RZ4V,871,English,24,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6372553f9e0ca4d36f086ef9,5d4fa7c197082b0001f7f483,APPROVED,2022-11-14T14:48:35.326000Z,2022-11-14T14:51:34.954000Z,2022-11-14T14:51:35.404000,2022-11-14T14:51:35.354039Z,180,C170RZ4V,117,English,33,Male,White,United States,United States,United States,English,No,Full-Time
63725544b62398108499834a,58350bfe8f7d460001e8ba7f,APPROVED,2022-11-14T14:48:41.390000Z,2022-11-14T15:04:49.286000Z,2022-11-14T15:04:49.675000,2022-11-14T15:04:49.616871Z,968,C170RZ4V,276,English,34,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
6372555221e6cb0a523f2e9f,5b847cdbe611ff0001c326b3,APPROVED,2022-11-14T14:48:53.550000Z,2022-11-14T14:51:42.887000Z,2022-11-14T14:51:43.348000,2022-11-14T14:51:43.239033Z,170,C170RZ4V,2857,English,31,Female,White,United States,United States,United States,English,No,Full-Time
63725568a8de1e852cbcdad8,6109a6e65fed731dcaecb1f1,APPROVED,2022-11-14T14:49:22.120000Z,2022-11-14T14:52:12.888000Z,2022-11-14T14:52:13.264000,2022-11-14T14:52:13.203344Z,171,C170RZ4V,536,English,20,Female,White,United States,United States,United States,English,Yes,Other
637255bef3055725b41c0b04,5ee6cc4e34f12e44e827f657,APPROVED,2022-11-14T14:50:57.585000Z,2022-11-14T14:56:48.816000Z,2022-11-14T14:56:49.639000,2022-11-14T14:56:49.584174Z,352,C170RZ4V,951,"English, Spanish",43,Male,Mixed,United States,United States,United States,English,DATA_EXPIRED,Full-Time
637255f5016b7fac70bcdb36,6277d668f802ce2db067e77e,APPROVED,2022-11-14T14:51:36.495000Z,2022-11-14T15:06:50.848000Z,2022-11-14T15:06:51.267000,2022-11-14T15:06:51.183163Z,915,C170RZ4V,1206,English,23,Female,White,United States,United States,United States,English,No,Full-Time
6372562612196db335fad3e6,607dd6f5c5c64b4c2fb5609f,APPROVED,2022-11-14T14:52:27.492000Z,2022-11-14T14:54:47.674000Z,2022-11-14T14:54:48.269000,2022-11-14T14:54:48.152215Z,141,C170RZ4V,463,English,26,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63725631d00cb4376599994c,5c1dafd089f035000172c520,APPROVED,2022-11-14T14:52:36.438000Z,2022-11-14T14:55:15.829000Z,2022-11-14T14:55:16.311000,2022-11-14T14:55:16.214947Z,160,C170RZ4V,686,English,28,Female,White,United States,United States,United States,English,Yes,Other
6372563bd7139123decb86cb,6111a326db1361c762452c25,APPROVED,2022-11-14T14:52:47.275000Z,2022-11-14T14:56:08.007000Z,2022-11-14T14:56:08.409000,2022-11-14T14:56:08.347167Z,201,C170RZ4V,512,English,34,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637256410e7e00ccb63feb5e,6085e2e8973ab5cf8b35cb28,APPROVED,2022-11-14T14:52:51.155000Z,2022-11-14T14:54:24.966000Z,2022-11-14T14:54:25.353000,2022-11-14T14:54:25.299809Z,94,C170RZ4V,583,English,33,Female,White,United States,United States,United States,English,No,Full-Time
63725665e8810df94f3f2e55,5f4b52e323952f0008e0fd48,APPROVED,2022-11-14T14:53:28.503000Z,2022-11-14T14:56:17.200000Z,2022-11-14T14:56:17.650000,2022-11-14T14:56:17.591878Z,169,C170RZ4V,1173,English,24,Female,White,United States,United States,United States,English,No,Full-Time
63725684901dad7731c43567,6092dd6404c116f1786d3dd5,APPROVED,2022-11-14T14:53:59.350000Z,2022-11-14T14:56:40.821000Z,2022-11-14T14:56:41.284000,2022-11-14T14:56:41.186290Z,162,C170RZ4V,637,English,35,Male,White,United States,United States,United States,English,No,Full-Time
637256cf9c815bc954f42f6f,615169b7895fb4f2e865a3e3,APPROVED,2022-11-14T14:55:14.686000Z,2022-11-14T14:59:16.612000Z,2022-11-14T14:59:17.118000,2022-11-14T14:59:17.062990Z,242,C170RZ4V,397,English,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637256dc84eb7bebad2d7b6b,610081ebf9f870b4213e06cb,APPROVED,2022-11-14T14:55:26.089000Z,2022-11-14T14:57:55.931000Z,2022-11-14T14:57:57.692000Z,2022-11-14T14:57:58.038525Z,150,C170RZ4V,624,English,25,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
63725719fad951b89323dbaf,6123d27b5481e1189844b7b0,APPROVED,2022-11-14T14:56:28.082000Z,2022-11-14T14:58:40.421000Z,2022-11-14T14:58:40.824000,2022-11-14T14:58:40.770667Z,133,C170RZ4V,413,English,22,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
6372571b1d02f4569d4f01ee,5f8f846ac44f8f1fb3a03873,APPROVED,2022-11-14T14:56:29.396000Z,2022-11-14T14:59:10.587000Z,2022-11-14T14:59:11.056000,2022-11-14T14:59:10.975859Z,162,C170RZ4V,278,English,26,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
637257546ff787db859eb47e,6135dd3307f6e86bcbc33a0d,APPROVED,2022-11-14T14:57:27.339000Z,2022-11-14T15:01:32.678000Z,2022-11-14T15:01:33.694000,2022-11-14T15:01:33.630924Z,246,C170RZ4V,1720,English,67,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6372577293e838d277d00314,5ea768015e4ac615300743fc,APPROVED,2022-11-14T14:57:56.537000Z,2022-11-14T15:05:27.307000Z,2022-11-14T15:05:27.720000,2022-11-14T15:05:27.654329Z,451,C170RZ4V,663,English,32,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6372577e89d55db55d99d645,5c48d9b3cd853b0001287890,APPROVED,2022-11-14T14:58:08.713000Z,2022-11-14T14:59:35.141000Z,2022-11-14T14:59:35.585000Z,2022-11-14T14:59:36.977679Z,87,C170RZ4V,3556,English,31,Male,White,United States,United States,United States,English,Yes,Full-Time
6372577eba7718be4a9e9634,5c02f544e6eafc0001f6d37b,APPROVED,2022-11-14T14:58:09.891000Z,2022-11-14T15:01:23.579000Z,2022-11-14T15:01:24.466000,2022-11-14T15:01:24.403496Z,194,C170RZ4V,982,English,30,Male,White,United States,United States,United States,English,No,Full-Time
637257928c8036d1b6cd32d8,62a0b24d821f4d3e32c42c2e,APPROVED,2022-11-14T14:58:30.925000Z,2022-11-14T15:05:06.499000Z,2022-11-14T15:05:06.991000,2022-11-14T15:05:06.929553Z,396,C170RZ4V,213,English,19,Female,Other,United States,United States,United States,English,Yes,Part-Time
6372579570d3d9da2623dbef,62b09bc02efbcc7d0dd81f3b,APPROVED,2022-11-14T14:58:31.927000Z,2022-11-14T15:00:47.729000Z,2022-11-14T15:00:48.189000,2022-11-14T15:00:48.132009Z,136,C170RZ4V,269,English,27,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
637257b59926a013651c0f26,58d3edd4ad1e550001c5d45c,APPROVED,2022-11-14T14:59:04.785000Z,2022-11-14T15:01:17.694000Z,2022-11-14T15:01:18.139000Z,2022-11-14T15:01:18.526779Z,133,C170RZ4V,1442,English,33,Male,White,United States,United States,United States,English,No,Full-Time
637257d96d03d940eb5f5cd6,633db28fcf787273b12e3fb0,APPROVED,2022-11-14T14:59:40.436000Z,2022-11-14T15:02:55.251000Z,2022-11-14T15:02:58.751000,2022-11-14T15:02:57.333822Z,195,C170RZ4V,186,English,39,Male,White,United States,United States,United States,English,No,Full-Time
637257ecd5e8dd514799831e,5c17294778ee390001ab19e5,APPROVED,2022-11-14T15:00:00.450000Z,2022-11-14T15:02:38.564000Z,2022-11-14T15:02:39.012000Z,2022-11-14T15:02:40.334598Z,159,C170RZ4V,318,English,25,Male,White,United States,United States,United States,English,DATA_EXPIRED,Part-Time
637257f425938b185619b6ca,6312bdcf64c0abf681b89dd5,APPROVED,2022-11-14T15:00:07.138000Z,2022-11-14T15:03:03.545000Z,2022-11-14T15:03:05.185000,2022-11-14T15:03:05.100959Z,177,C170RZ4V,269,English,33,Male,White,United States,United States,United States,English,No,Full-Time
637257f65407364dafc33b67,62c55b19972274a6876f7627,APPROVED,2022-11-14T15:00:20.441000Z,2022-11-14T15:01:56.370000Z,2022-11-14T15:01:57.052000,2022-11-14T15:01:56.991356Z,96,C170RZ4V,783,English,30,Male,White,United States,United States,United States,English,No,Full-Time
6372580e9c433abb04998397,612e86d2d0235adbc94f0129,APPROVED,2022-11-14T15:00:33.720000Z,2022-11-14T15:02:57.489000Z,2022-11-14T15:03:02.910000,2022-11-14T15:02:57.828133Z,144,C170RZ4V,410,English,24,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
6372581dbce188ff7e2d7b3f,5c5ff8e28da44c00015c8204,APPROVED,2022-11-14T15:00:48.491000Z,2022-11-14T15:02:47.436000Z,2022-11-14T15:02:48.089000,2022-11-14T15:02:47.986104Z,119,C170RZ4V,495,English,24,Male,Asian,United States,United States,United States,English,No,Full-Time
63725826474110a1f2eaf241,628e96b9b7679f5464681a9a,APPROVED,2022-11-14T15:00:57.585000Z,2022-11-14T15:03:34.703000Z,2022-11-14T15:03:35.279000,2022-11-14T15:03:35.178369Z,158,C170RZ4V,729,English,32,Male,White,United States,United States,United States,English,No,Full-Time
637258349141fb480a999906,62ca43b57440f78492ca4a3a,APPROVED,2022-11-14T15:01:13.425000Z,2022-11-14T15:05:57.057000Z,2022-11-14T15:05:57.633000,2022-11-14T15:05:57.575495Z,284,C170RZ4V,175,English,50,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6372583b7b1177b31ae57d02,5c82656bed1753001581fd1e,APPROVED,2022-11-14T15:01:33.763000Z,2022-11-14T15:07:44.325000Z,2022-11-14T15:07:44.678000,2022-11-14T15:07:44.621784Z,371,C170RZ4V,1557,English,66,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6372583d895f677a4599d63d,62e154770b9035b7054f03e1,APPROVED,2022-11-14T15:01:20.079000Z,2022-11-14T15:04:45.221000Z,2022-11-14T15:04:46.072000,2022-11-14T15:04:45.968761Z,206,C170RZ4V,569,English,47,Female,White,United States,United States,United States,English,No,Other
637258543ff727a80b3feb54,6229ee11f6b5405956544966,APPROVED,2022-11-14T15:01:46.513000Z,2022-11-14T15:05:53.838000Z,2022-11-14T15:05:54.272000,2022-11-14T15:05:54.218686Z,248,C170RZ4V,934,English,60,Female,White,United States,United States,United States,English,No,Part-Time
637258884d582d4b6a564d04,5c4aadef818d4d00013deab8,APPROVED,2022-11-14T15:02:35.286000Z,2022-11-14T15:05:47.288000Z,2022-11-14T15:05:47.781000,2022-11-14T15:05:47.723090Z,193,C170RZ4V,324,English,25,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
6372588cf43c0b9e174f01fa,5de3f96b5a8f943f4066fc72,APPROVED,2022-11-14T15:02:39.352000Z,2022-11-14T15:04:47.849000Z,2022-11-14T15:04:48.289000,2022-11-14T15:04:48.234684Z,129,C170RZ4V,1789,English,36,Female,White,United States,United States,United States,English,No,Full-Time
637258d3cbd314e478f5d9f7,62952e5759f31d796e82b611,APPROVED,2022-11-14T15:03:53.614000Z,2022-11-14T15:09:23.724000Z,2022-11-14T15:09:24.153000,2022-11-14T15:09:24.098314Z,331,C170RZ4V,71,English,22,Male,White,United States,United States,United States,English,Yes,Unemployed (and job seeking)
637258daec79f03f2a9e9600,5e366d6571691461b82ea4da,APPROVED,2022-11-14T15:03:56.051000Z,2022-11-14T15:07:22.007000Z,2022-11-14T15:07:22.470000,2022-11-14T15:07:22.417519Z,206,C170RZ4V,1438,English,32,Male,White,United States,United States,United States,English,No,Full-Time
637258ec011d8421fcd364ed,632b2c43ef656aefd680424f,APPROVED,2022-11-14T15:04:15.730000Z,2022-11-14T15:07:04.847000Z,2022-11-14T15:07:05.508000,2022-11-14T15:07:05.406243Z,170,C170RZ4V,244,English,27,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
637258f25ebbba1a06cb86c7,5eb192fcbb01520b5cae89ee,APPROVED,2022-11-14T15:04:21.564000Z,2022-11-14T15:07:37.125000Z,2022-11-14T15:07:37.587000,2022-11-14T15:07:37.504250Z,196,C170RZ4V,972,English,32,Male,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
6372590101cac0227a3eb573,5bf008bec5260b0001d5a317,APPROVED,2022-11-14T15:04:36.909000Z,2022-11-14T15:09:21.766000Z,2022-11-14T15:09:22.176000,2022-11-14T15:09:22.116574Z,285,C170RZ4V,498,"English, Arabic",31,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
63725913b2a160ae924f01be,616b8139551b94321313af3e,APPROVED,2022-11-14T15:05:48.873000Z,2022-11-14T15:14:45.432000Z,2022-11-14T15:14:45.835000Z,2022-11-14T15:14:46.462075Z,537,C170RZ4V,1216,English,47,Female,Mixed,United States,United States,United States,English,No,Other
637259255d485c86f0564d7c,5d61a3a5f923dd0001d0370f,APPROVED,2022-11-14T15:05:11.782000Z,2022-11-14T15:07:24.690000Z,2022-11-14T15:07:25.099000Z,2022-11-14T15:07:25.286167Z,133,C170RZ4V,1905,English,45,Female,Mixed,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
6372594bebc2b99d5feaf24f,5fc7d47e2df9df05bbb0d206,APPROVED,2022-11-14T15:05:50.989000Z,2022-11-14T15:09:37.852000Z,2022-11-14T15:09:38.217000,2022-11-14T15:09:38.159715Z,227,C170RZ4V,1451,English,41,Female,White,United States,United States,United States,English,No,Full-Time
6372596ca964233aa3286d02,5cc27fab9402ad001ac3a494,APPROVED,2022-11-14T15:06:35.500000Z,2022-11-14T15:15:37.942000Z,2022-11-14T15:15:38.407000,2022-11-14T15:15:38.351138Z,543,C170RZ4V,2127,English,24,Female,Black,United States,United States,United States,English,No,Unemployed (and job seeking)
6372597c41af9ffc95c4359a,5dd9ad296ca7e7949fdc13ea,APPROVED,2022-11-14T15:06:40.356000Z,2022-11-14T15:09:06.045000Z,2022-11-14T15:09:06.775000,2022-11-14T15:09:06.713962Z,146,C170RZ4V,274,English,21,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
637259923f6d3d107f3f2e7a,5cf3fb5b30eedd00156bbff7,APPROVED,2022-11-14T15:07:01.168000Z,2022-11-14T15:09:54.221000Z,2022-11-14T15:09:54.597000,2022-11-14T15:09:54.537284Z,174,C170RZ4V,932,English,31,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637259a031e565ca988995b0,5acc1c3f436f550001002f9b,APPROVED,2022-11-14T15:07:16.506000Z,2022-11-14T15:09:42.231000Z,2022-11-14T15:09:42.915000,2022-11-14T15:09:42.866043Z,146,C170RZ4V,615,English,53,Female,Other,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637259a251943972a1d8bad0,5f46b13c9603e305ad51dc7f,APPROVED,2022-11-14T15:07:17.743000Z,2022-11-14T15:10:28.777000Z,2022-11-14T15:10:29.296000,2022-11-14T15:10:29.243435Z,192,C170RZ4V,1398,English,38,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637259c1a964233aa3286d14,558955ebfdf99b6bd06016c9,APPROVED,2022-11-14T15:07:48.138000Z,2022-11-14T15:10:32.708000Z,2022-11-14T15:10:33.959000,2022-11-14T15:10:33.891702Z,165,C170RZ4V,1964,English,32,Male,White,United States,United States,United States,English,No,Full-Time
637259c34620f645fb5f5ce1,5c856e860ae44f0015399965,APPROVED,2022-11-14T15:07:51.718000Z,2022-11-14T15:13:27.909000Z,2022-11-14T15:13:28.393000,2022-11-14T15:13:28.341172Z,337,C170RZ4V,1291,"English, Tagalog-Filipino, Spanish",33,Female,Asian,Philippines,United States,United States,Tagalog-Filipino,No,DATA_EXPIRED
637259d16e7c8ece55ea75c7,5f9b15889c51902ece84d3e7,APPROVED,2022-11-14T15:08:03.790000Z,2022-11-14T15:10:34.643000Z,2022-11-14T15:10:35.063000,2022-11-14T15:10:34.987248Z,151,C170RZ4V,1039,English,33,Female,White,United States,United States,United States,English,No,Part-Time
637259db51943972a1d8bae1,6154afcf38500d8446fb2cbd,APPROVED,2022-11-14T15:08:15.105000Z,2022-11-14T15:11:52.005000Z,2022-11-14T15:11:52.447000,2022-11-14T15:11:52.373257Z,217,C170RZ4V,1940,English,35,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
637259e17118bcb1a5d00317,60ff888b8580e325563b6853,APPROVED,2022-11-14T15:08:19.948000Z,2022-11-14T15:10:49.224000Z,2022-11-14T15:10:49.724000,2022-11-14T15:10:49.669309Z,150,C170RZ4V,603,English,22,Female,White,United States,United States,United States,English,No,Full-Time
63725a3280fc05fcfcc33b2f,5b915c9d22d85d000115c0f5,APPROVED,2022-11-14T15:09:43.892000Z,2022-11-14T15:11:33.995000Z,2022-11-14T15:11:34.443000,2022-11-14T15:11:34.380739Z,111,C170RZ4V,2541,English,36,Female,White,United States,United States,United States,English,No,Part-Time
63725a3c5bc1140e4f5f5d2f,6108383e9a78c99239751679,APPROVED,2022-11-14T15:09:50.601000Z,2022-11-14T15:12:13.759000Z,2022-11-14T15:12:14.169000,2022-11-14T15:12:14.114681Z,144,C170RZ4V,420,English,24,Female,White,United States,United States,United States,English,No,Full-Time
63725a4bf3049032741c0f44,5d32058c1f845b0016baaa65,APPROVED,2022-11-14T15:10:09.389000Z,2022-11-14T15:17:19.021000Z,2022-11-14T15:17:24.542000,2022-11-14T15:17:19.455234Z,430,C170RZ4V,1875,English,59,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63725a5d1a81cf43b3d766c7,6000e8e9a82b3622c2336144,APPROVED,2022-11-14T15:10:24.148000Z,2022-11-14T15:12:59.619000Z,2022-11-14T15:13:00.033000,2022-11-14T15:12:59.977085Z,156,C170RZ4V,250,English,25,Male,White,United States,United States,United States,English,No,Full-Time
63725a6832254ffd83c4359f,5d3213238088eb0018fee4c9,APPROVED,2022-11-14T15:10:34.679000Z,2022-11-14T15:15:16.232000Z,2022-11-14T15:15:16.689000,2022-11-14T15:15:16.631758Z,282,C170RZ4V,557,English,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63725a88cc631930154f0208,5c479e4cdeaef300017e5c9c,APPROVED,2022-11-14T15:11:07.069000Z,2022-11-14T15:14:37.307000Z,2022-11-14T15:14:37.771000,2022-11-14T15:14:37.763586Z,211,C170RZ4V,1891,"English, Spanish",32,Male,Other,United States,United States,United States,English,No,DATA_EXPIRED
63725a9044d718c9e319b6e1,632b7129a7fcb650fd06c81d,APPROVED,2022-11-14T15:11:18.452000Z,2022-11-14T15:16:54.528000Z,2022-11-14T15:16:54.954000Z,2022-11-14T15:16:55.589033Z,337,C170RZ4V,311,English,25,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
63725a9bbd1aa89941863ebc,568df3e3e3ef9e000da0daf5,APPROVED,2022-11-14T15:11:28.122000Z,2022-11-14T15:16:05.567000Z,2022-11-14T15:16:05.966000,2022-11-14T15:16:05.916013Z,278,C170RZ4V,14,English,32,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
63725aa2809ce398c0eaf1fc,5e8a5d007022a071a5ca9673,APPROVED,2022-11-14T15:11:33.006000Z,2022-11-14T15:14:54.971000Z,2022-11-14T15:14:55.333000Z,2022-11-14T15:14:55.490187Z,202,C170RZ4V,1501,English,31,Prefer not to say,White,United States,United States,United States,English,No,Part-Time
63725aa49f717492e6086e93,5f04797c88d91307286d6379,APPROVED,2022-11-14T15:11:44.834000Z,2022-11-14T15:13:49.030000Z,2022-11-14T15:13:49.505000,2022-11-14T15:13:49.403239Z,125,C170RZ4V,1760,English,36,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63725aaa560c6f8bb0bcdb4c,633c62f8d25eebad960ca383,APPROVED,2022-11-14T15:11:40.977000Z,2022-11-14T15:14:03.121000Z,2022-11-14T15:14:03.573000,2022-11-14T15:14:03.519327Z,143,C170RZ4V,178,English,19,Male,White,United States,United States,United States,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
63725abbeba6fdbea599833d,5ee5071218f5a92333b9ce1a,APPROVED,2022-11-14T15:11:57.892000Z,2022-11-14T15:19:37.355000Z,2022-11-14T15:19:37.829000,2022-11-14T15:19:37.772758Z,460,C170RZ4V,354,English,27,Male,Asian,United States,United States,United States,English,No,Full-Time
63725ac244d718c9e319b6ec,5485df6efdf99b416d19fe90,APPROVED,2022-11-14T15:12:07.854000Z,2022-11-14T15:14:46.219000Z,2022-11-14T15:14:46.660000,2022-11-14T15:14:46.596887Z,159,C170RZ4V,969,English,49,Male,DATA_EXPIRED,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63725b0c1bdbcf5a5319b6be,5af309960eca060001b15b47,APPROVED,2022-11-14T15:13:27.705000Z,2022-11-14T15:16:25.318000Z,2022-11-14T15:16:25.690000,2022-11-14T15:16:25.639158Z,178,C170RZ4V,705,English,25,Male,White,United States,United States,United States,English,No,Full-Time
63725b0d27f6d090703f2e46,5ee7903e80706a01ea855d36,APPROVED,2022-11-14T15:13:19.692000Z,2022-11-14T15:15:04.231000Z,2022-11-14T15:15:04.775000,2022-11-14T15:15:04.718358Z,105,C170RZ4V,1353,"English, Tamil",22,Male,Asian,United States,United States,United States,English,Yes,Part-Time
63725b112967f058da8ad82e,5d6fbd3f9ba41b0018d20082,APPROVED,2022-11-14T15:13:24.451000Z,2022-11-14T15:16:23.456000Z,2022-11-14T15:16:23.872000,2022-11-14T15:16:23.820677Z,180,C170RZ4V,3175,English,61,Male,White,United States,United States,United States,English,No,Full-Time
63725b17840f2ddccb89959e,6151517926ff8f856c7bc8d4,APPROVED,2022-11-14T15:13:30.612000Z,2022-11-14T15:15:29.268000Z,2022-11-14T15:15:29.724000,2022-11-14T15:15:29.643845Z,119,C170RZ4V,480,English,22,Female,White,United States,United States,United States,English,Yes,Full-Time
63725b29b2a160ae924f0206,5ac5374da3ba7a0001b4a75f,APPROVED,2022-11-14T15:13:49.682000Z,2022-11-14T15:17:18.604000Z,2022-11-14T15:17:21.988000,2022-11-14T15:17:18.989642Z,209,C170RZ4V,2944,English,41,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
63725b348a4e9e6ec02f0f18,60fd96e93965e6eb9e783c02,APPROVED,2022-11-14T15:13:58.805000Z,2022-11-14T15:15:49.750000Z,2022-11-14T15:15:50.150000,2022-11-14T15:15:50.077939Z,111,C170RZ4V,722,English,25,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
63725b3a9427a898a5c6e505,63528ba658761afebd9f2925,APPROVED,2022-11-14T15:14:04.332000Z,2022-11-14T15:16:32.454000Z,2022-11-14T15:16:32.945000,2022-11-14T15:16:32.864015Z,149,C170RZ4V,104,"English, Spanish",35,Female,White,United States,United States,United States,English,No,Full-Time
63725b44f7f83599ed999915,5d37ad921c16bb0015281337,APPROVED,2022-11-14T15:14:14Z,2022-11-14T15:16:17.593000Z,2022-11-14T15:16:17.961000,2022-11-14T15:16:17.905346Z,124,C170RZ4V,1484,English,37,Female,White,United States,United States,United States,English,No,Part-Time
63725b4fc0398e8234eaf23d,6133b55fbad04c2873643dc2,APPROVED,2022-11-14T15:14:26.708000Z,2022-11-14T15:23:05.959000Z,2022-11-14T15:23:06.459000,2022-11-14T15:23:06.403910Z,520,C170RZ4V,247,English,25,Female,White,United States,United States,United States,English,Yes,Part-Time
63725b6e7f53452e5ad766b4,5e455faf462e0802d9d9c3e2,APPROVED,2022-11-14T15:14:57.766000Z,2022-11-14T15:19:16.839000Z,2022-11-14T15:19:17.274000,2022-11-14T15:19:17.217386Z,260,C170RZ4V,1618,"English, Spanish",28,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
